review_decision,corrected_label,corrected_text,notes,entity_id,sentence_id,package_id,document_number,label,text,start,end,confidence,source_probes,quality_flags,row_quality_flags,left_context,right_context,sentence_text
,,,,ent_acb17d21cfa2ae96,79_2024_tt_bca.dieu_10.khoan_2.diem_a.passage.s001,79_2024_TTBCA,79/2024/TT-BCA,AUTHORITY,Sở Ngoại vụ,351,362,0.9,entities_large_probe,,,"), còn giá trị sử dụng và nộp giấy giới thiệu của Cục Lễ tân Nhà nước, Bộ Ngoại giao hoặc ",;,"Chủ xe là thành viên cơ quan đại diện ngoại giao, cơ quan lãnh sự, cơ quan đại diện của tổ chức quốc tế tại Việt Nam: Xuất trình chứng minh thư ngoại giao, chứng minh thư công vụ, chứng minh thư lãnh sự, chứng minh thư lãnh sự danh dự, chứng minh thư (phổ thông), còn giá trị sử dụng và nộp giấy giới thiệu của Cục Lễ tân Nhà nước, Bộ Ngoại giao hoặc Sở Ngoại vụ;"
,,,,ent_e0d450c83361f0d0,119_2024_nd_cp.dieu_1.text_1.passage.s001,119_2024_NDCP,119/2024/ND-CP,PLAN_OR_PROJECT,thanh toán điện tử giao thông đường bộ,35,73,0.9,entities_large_probe,,,Nghị định này quy định chi tiết về ,: tài khoản giao thông;,Nghị định này quy định chi tiết về thanh toán điện tử giao thông đường bộ: tài khoản giao thông;
,,,,ent_a4587fe630631d18,119_2024_nd_cp.dieu_1.text_1.passage.s001,119_2024_NDCP,119/2024/ND-CP,DOCUMENT_OR_PERMIT,tài khoản giao thông,75,95,0.9,entities_large_probe,,,Nghị định này quy định chi tiết về thanh toán điện tử giao thông đường bộ: ,;,Nghị định này quy định chi tiết về thanh toán điện tử giao thông đường bộ: tài khoản giao thông;
,,,,ent_1bc152e75055270b,119_2024_nd_cp.dieu_10.khoan_1.diem_b.passage.s001,119_2024_NDCP,119/2024/ND-CP,FEE_OR_PAYMENT,chi phí chủ phương tiện phải trả,9,41,0.9,entities_large_probe,,,Xác định , trong giao dịch thanh toán điện tử giao thông đường bộ chưa được xác định bởi Nhà cung cấ,Xác định chi phí chủ phương tiện phải trả trong giao dịch thanh toán điện tử giao thông đường bộ chưa được xác định bởi Nhà cung cấp dịch vụ thanh toán điện tử giao thông theo quy định tại điểm b khoản 1 và điểm b khoản 2 Điều 9 Nghị định này.
,,,,ent_117320994eaf8926,119_2024_nd_cp.dieu_10.khoan_1.diem_b.passage.s001,119_2024_NDCP,119/2024/ND-CP,PROCEDURE,giao dịch thanh toán điện tử giao thông đường bộ,48,96,0.9,entities_large_probe,,,Xác định chi phí chủ phương tiện phải trả trong , chưa được xác định bởi Nhà cung cấp dịch vụ thanh toán điện tử giao thông theo quy định t,Xác định chi phí chủ phương tiện phải trả trong giao dịch thanh toán điện tử giao thông đường bộ chưa được xác định bởi Nhà cung cấp dịch vụ thanh toán điện tử giao thông theo quy định tại điểm b khoản 1 và điểm b khoản 2 Điều 9 Nghị định này.
,,,,ent_79366bd4b961c3c7,119_2024_nd_cp.dieu_10.khoan_1.diem_b.passage.s001,119_2024_NDCP,119/2024/ND-CP,REGULATED_SUBJECT,Nhà cung cấp dịch vụ thanh toán điện tử giao thông,120,170,0.9,entities_large_probe,,,ện phải trả trong giao dịch thanh toán điện tử giao thông đường bộ chưa được xác định bởi , theo quy định tại điểm b khoản 1 và điểm b khoản 2 Điều 9 Nghị định này.,Xác định chi phí chủ phương tiện phải trả trong giao dịch thanh toán điện tử giao thông đường bộ chưa được xác định bởi Nhà cung cấp dịch vụ thanh toán điện tử giao thông theo quy định tại điểm b khoản 1 và điểm b khoản 2 Điều 9 Nghị định này.
,,,,ent_53e511c5a830024e,119_2024_nd_cp.dieu_10.khoan_1.passage.s001,119_2024_NDCP,119/2024/ND-CP,EQUIPMENT_OR_SYSTEM,Hệ thống thiết bị lắp đặt tại các điểm thu,0,42,0.9,entities_large_probe,,,," phải được thiết kế, đầu tư, xây dựng, cải tạo, nâng cấp, quản lý, vận hành bảo trì, kết n","Hệ thống thiết bị lắp đặt tại các điểm thu phải được thiết kế, đầu tư, xây dựng, cải tạo, nâng cấp, quản lý, vận hành bảo trì, kết nối với Hệ thống điều hành và trung tâm dữ liệu của Nhà cung cấp dịch vụ thanh toán điện tử giao thông để thực hiện các nội dung sau đây:"
,,,,ent_bc8266aec10d655e,119_2024_nd_cp.dieu_10.khoan_1.passage.s001,119_2024_NDCP,119/2024/ND-CP,EQUIPMENT_OR_SYSTEM,Hệ thống điều hành và trung tâm dữ liệu,139,178,0.9,entities_large_probe,,,"ược thiết kế, đầu tư, xây dựng, cải tạo, nâng cấp, quản lý, vận hành bảo trì, kết nối với ", của Nhà cung cấp dịch vụ thanh toán điện tử giao thông để thực hiện các nội dung sau đây:,"Hệ thống thiết bị lắp đặt tại các điểm thu phải được thiết kế, đầu tư, xây dựng, cải tạo, nâng cấp, quản lý, vận hành bảo trì, kết nối với Hệ thống điều hành và trung tâm dữ liệu của Nhà cung cấp dịch vụ thanh toán điện tử giao thông để thực hiện các nội dung sau đây:"
,,,,ent_8b29aec31392aaaa,119_2024_nd_cp.dieu_10.khoan_1.passage.s001,119_2024_NDCP,119/2024/ND-CP,REGULATED_SUBJECT,Nhà cung cấp dịch vụ thanh toán điện tử giao thông,183,233,0.9,entities_large_probe,,,"g cấp, quản lý, vận hành bảo trì, kết nối với Hệ thống điều hành và trung tâm dữ liệu của ", để thực hiện các nội dung sau đây:,"Hệ thống thiết bị lắp đặt tại các điểm thu phải được thiết kế, đầu tư, xây dựng, cải tạo, nâng cấp, quản lý, vận hành bảo trì, kết nối với Hệ thống điều hành và trung tâm dữ liệu của Nhà cung cấp dịch vụ thanh toán điện tử giao thông để thực hiện các nội dung sau đây:"
,,,,ent_1d3fb0d8f8470623,119_2024_nd_cp.dieu_11.khoan_1.passage.s001,119_2024_NDCP,119/2024/ND-CP,DOCUMENT_OR_PERMIT,tài khoản giao thông,57,77,0.9,entities_large_probe,,,Nhà cung cấp dịch vụ thanh toán tiền sử dụng đường bộ mở , và cung cấp tài khoản truy cập ứng dụng thanh toán điện tử giao thông đường bộ cho chủ ph,Nhà cung cấp dịch vụ thanh toán tiền sử dụng đường bộ mở tài khoản giao thông và cung cấp tài khoản truy cập ứng dụng thanh toán điện tử giao thông đường bộ cho chủ phương tiện ngay lần đầu gắn thẻ đầu cuối.
,,,,ent_5a27bc4a90a9decf,119_2024_nd_cp.dieu_11.khoan_1.passage.s001,119_2024_NDCP,119/2024/ND-CP,EQUIPMENT_OR_SYSTEM,ứng dụng thanh toán điện tử giao thông đường bộ,109,156,0.9,entities_large_probe,,,ụ thanh toán tiền sử dụng đường bộ mở tài khoản giao thông và cung cấp tài khoản truy cập , cho chủ phương tiện ngay lần đầu gắn thẻ đầu cuối.,Nhà cung cấp dịch vụ thanh toán tiền sử dụng đường bộ mở tài khoản giao thông và cung cấp tài khoản truy cập ứng dụng thanh toán điện tử giao thông đường bộ cho chủ phương tiện ngay lần đầu gắn thẻ đầu cuối.
,,,,ent_6847eb25f0c3efc8,119_2024_nd_cp.dieu_11.khoan_1.passage.s001,119_2024_NDCP,119/2024/ND-CP,REGULATED_SUBJECT,chủ phương tiện,161,176,0.9,entities_large_probe,,, thông và cung cấp tài khoản truy cập ứng dụng thanh toán điện tử giao thông đường bộ cho , ngay lần đầu gắn thẻ đầu cuối.,Nhà cung cấp dịch vụ thanh toán tiền sử dụng đường bộ mở tài khoản giao thông và cung cấp tài khoản truy cập ứng dụng thanh toán điện tử giao thông đường bộ cho chủ phương tiện ngay lần đầu gắn thẻ đầu cuối.
,,,,ent_8f2a2a62cdfca3d8,119_2024_nd_cp.dieu_11.khoan_1.passage.s001,119_2024_NDCP,119/2024/ND-CP,EQUIPMENT_OR_SYSTEM,thẻ đầu cuối,194,206,0.9,entities_large_probe,,, cập ứng dụng thanh toán điện tử giao thông đường bộ cho chủ phương tiện ngay lần đầu gắn ,.,Nhà cung cấp dịch vụ thanh toán tiền sử dụng đường bộ mở tài khoản giao thông và cung cấp tài khoản truy cập ứng dụng thanh toán điện tử giao thông đường bộ cho chủ phương tiện ngay lần đầu gắn thẻ đầu cuối.
,,,,ent_0859c378b86f0cd1,161_2024_nd_cp.dieu_1.khoan_1.passage.s001,161_2024_NDCP,161/2024/ND-CP,PLAN_OR_PROJECT,Danh mục hàng hóa nguy hiểm,23,50,0.9,entities_large_probe,,,Nghị định này quy định ,", việc vận chuyển hàng hóa nguy hiểm, cấp giấy phép vận chuyển hàng hóa nguy hiểm bằng phư","Nghị định này quy định Danh mục hàng hóa nguy hiểm, việc vận chuyển hàng hóa nguy hiểm, cấp giấy phép vận chuyển hàng hóa nguy hiểm bằng phương tiện giao thông cơ giới đường bộ, cấp giấy chứng nhận hoàn thành chương trình tập huấn cho người lái xe hoặc người áp tải vận chuyển hàng hóa nguy hiểm bằng phương tiện giao thông cơ giới đường bộ."
,,,,ent_07676ff7e11b7a67,161_2024_nd_cp.dieu_1.khoan_1.passage.s001,161_2024_NDCP,161/2024/ND-CP,VIOLATION_OR_BEHAVIOR,vận chuyển hàng hóa nguy hiểm,57,86,0.9,entities_large_probe,,,"Nghị định này quy định Danh mục hàng hóa nguy hiểm, việc ",", cấp giấy phép vận chuyển hàng hóa nguy hiểm bằng phương tiện giao thông cơ giới đường bộ","Nghị định này quy định Danh mục hàng hóa nguy hiểm, việc vận chuyển hàng hóa nguy hiểm, cấp giấy phép vận chuyển hàng hóa nguy hiểm bằng phương tiện giao thông cơ giới đường bộ, cấp giấy chứng nhận hoàn thành chương trình tập huấn cho người lái xe hoặc người áp tải vận chuyển hàng hóa nguy hiểm bằng phương tiện giao thông cơ giới đường bộ."
,,,,ent_5c2f4bfba43393f0,161_2024_nd_cp.dieu_1.khoan_1.passage.s001,161_2024_NDCP,161/2024/ND-CP,DOCUMENT_OR_PERMIT,giấy phép vận chuyển hàng hóa nguy hiểm,92,131,0.9,entities_large_probe,,,"hị định này quy định Danh mục hàng hóa nguy hiểm, việc vận chuyển hàng hóa nguy hiểm, cấp "," bằng phương tiện giao thông cơ giới đường bộ, cấp giấy chứng nhận hoàn thành chương trình","Nghị định này quy định Danh mục hàng hóa nguy hiểm, việc vận chuyển hàng hóa nguy hiểm, cấp giấy phép vận chuyển hàng hóa nguy hiểm bằng phương tiện giao thông cơ giới đường bộ, cấp giấy chứng nhận hoàn thành chương trình tập huấn cho người lái xe hoặc người áp tải vận chuyển hàng hóa nguy hiểm bằng phương tiện giao thông cơ giới đường bộ."
,,,,ent_78980cfaa9544451,161_2024_nd_cp.dieu_1.khoan_1.passage.s001,161_2024_NDCP,161/2024/ND-CP,VEHICLE_TYPE,phương tiện giao thông cơ giới đường bộ,137,176,0.9,entities_large_probe,,,"iểm, việc vận chuyển hàng hóa nguy hiểm, cấp giấy phép vận chuyển hàng hóa nguy hiểm bằng ",", cấp giấy chứng nhận hoàn thành chương trình tập huấn cho người lái xe hoặc người áp tải ","Nghị định này quy định Danh mục hàng hóa nguy hiểm, việc vận chuyển hàng hóa nguy hiểm, cấp giấy phép vận chuyển hàng hóa nguy hiểm bằng phương tiện giao thông cơ giới đường bộ, cấp giấy chứng nhận hoàn thành chương trình tập huấn cho người lái xe hoặc người áp tải vận chuyển hàng hóa nguy hiểm bằng phương tiện giao thông cơ giới đường bộ."
,,,,ent_0448de6f76898e60,161_2024_nd_cp.dieu_1.khoan_1.passage.s001,161_2024_NDCP,161/2024/ND-CP,DOCUMENT_OR_PERMIT,giấy chứng nhận hoàn thành chương trình tập huấn,182,230,0.9,entities_large_probe,,,"giấy phép vận chuyển hàng hóa nguy hiểm bằng phương tiện giao thông cơ giới đường bộ, cấp ", cho người lái xe hoặc người áp tải vận chuyển hàng hóa nguy hiểm bằng phương tiện giao th,"Nghị định này quy định Danh mục hàng hóa nguy hiểm, việc vận chuyển hàng hóa nguy hiểm, cấp giấy phép vận chuyển hàng hóa nguy hiểm bằng phương tiện giao thông cơ giới đường bộ, cấp giấy chứng nhận hoàn thành chương trình tập huấn cho người lái xe hoặc người áp tải vận chuyển hàng hóa nguy hiểm bằng phương tiện giao thông cơ giới đường bộ."
,,,,ent_25837ecd2af9c083,161_2024_nd_cp.dieu_1.khoan_2.passage.s001,161_2024_NDCP,161/2024/ND-CP,VIOLATION_OR_BEHAVIOR,vận chuyển các chất phóng xạ,18,46,0.9,entities_large_probe,,,Đối với hoạt động , thực hiện theo quy định của pháp luật về vận chuyển năng lượng nguyên tử.,Đối với hoạt động vận chuyển các chất phóng xạ thực hiện theo quy định của pháp luật về vận chuyển năng lượng nguyên tử.
,,,,ent_91b673b5599f2b00,161_2024_nd_cp.dieu_1.khoan_2.passage.s001,161_2024_NDCP,161/2024/ND-CP,PROCEDURE,vận chuyển năng lượng nguyên tử,88,119,0.9,entities_large_probe,,,Đối với hoạt động vận chuyển các chất phóng xạ thực hiện theo quy định của pháp luật về ,.,Đối với hoạt động vận chuyển các chất phóng xạ thực hiện theo quy định của pháp luật về vận chuyển năng lượng nguyên tử.
,,,,ent_d241f10b57d83000,161_2024_nd_cp.dieu_1.khoan_3.passage.s001,161_2024_NDCP,161/2024/ND-CP,VIOLATION_OR_BEHAVIOR,"vận chuyển vũ khí, vật liệu nổ, công cụ hỗ trợ, tiền chất thuốc nổ, pháo",18,90,0.9,entities_large_probe,,,Đối với hoạt động ," thực hiện theo quy định của pháp luật về vũ khí, vật liệu nổ, công cụ hỗ trợ, tiền chất t","Đối với hoạt động vận chuyển vũ khí, vật liệu nổ, công cụ hỗ trợ, tiền chất thuốc nổ, pháo thực hiện theo quy định của pháp luật về vũ khí, vật liệu nổ, công cụ hỗ trợ, tiền chất thuốc nổ và pháo."
,,,,ent_9511fd3436d04124,161_2024_nd_cp.dieu_1.khoan_4.passage.s001,161_2024_NDCP,161/2024/ND-CP,VIOLATION_OR_BEHAVIOR,các hàng hóa nguy hiểm là chất thải nguy hại,8,52,0.9,entities_large_probe,,,Đối với , thực hiện theo quy định của pháp luật về bảo vệ môi trường.,Đối với các hàng hóa nguy hiểm là chất thải nguy hại thực hiện theo quy định của pháp luật về bảo vệ môi trường.
,,,,ent_6736aaa17aa81003,161_2024_nd_cp.dieu_1.khoan_4.passage.s001,161_2024_NDCP,161/2024/ND-CP,PROCEDURE,bảo vệ môi trường,94,111,0.9,entities_large_probe,,,với các hàng hóa nguy hiểm là chất thải nguy hại thực hiện theo quy định của pháp luật về ,.,Đối với các hàng hóa nguy hiểm là chất thải nguy hại thực hiện theo quy định của pháp luật về bảo vệ môi trường.
,,,,ent_b13faa3871713725,40_2024_tt_bgtvt.dieu_1.text_1.passage.s001,40_2024_TTBGTVT,40/2024/TT-BGTVT,PROCEDURE,"phòng, chống, khắc phục hậu quả thiên tai",27,68,0.9,entities_large_probe,,,Thông tư này quy định việc , trong lĩnh vực đường bộ.,"Thông tư này quy định việc phòng, chống, khắc phục hậu quả thiên tai trong lĩnh vực đường bộ."
,,,,ent_509d667f9185de50,40_2024_tt_bgtvt.dieu_1.text_1.passage.s001,40_2024_TTBGTVT,40/2024/TT-BGTVT,FACILITY_OR_INFRASTRUCTURE,lĩnh vực đường bộ,75,92,0.9,entities_large_probe,,,"Thông tư này quy định việc phòng, chống, khắc phục hậu quả thiên tai trong ",.,"Thông tư này quy định việc phòng, chống, khắc phục hậu quả thiên tai trong lĩnh vực đường bộ."
,,,,ent_fdb4bd40f2c9412d,40_2024_tt_bgtvt.dieu_10.khoan_1.diem_a.passage.s001,40_2024_TTBGTVT,40/2024/TT-BGTVT,AUTHORITY,Bộ trưởng Bộ Giao thông vận tải,0,31,0.95,entities_large_probe,,,, quyết định công bố và kết thúc tình huống khẩn cấp về thiên tai đối với quốc lộ quy định ,Bộ trưởng Bộ Giao thông vận tải quyết định công bố và kết thúc tình huống khẩn cấp về thiên tai đối với quốc lộ quy định tại khoản 3 Điều 8 Luật Đường bộ.
,,,,ent_4adf8c45aebf0f0e,40_2024_tt_bgtvt.dieu_10.khoan_1.diem_a.passage.s001,40_2024_TTBGTVT,40/2024/TT-BGTVT,FACILITY_OR_INFRASTRUCTURE,quốc lộ,104,111,0.95,entities_large_probe,,,iao thông vận tải quyết định công bố và kết thúc tình huống khẩn cấp về thiên tai đối với , quy định tại khoản 3 Điều 8 Luật Đường bộ.,Bộ trưởng Bộ Giao thông vận tải quyết định công bố và kết thúc tình huống khẩn cấp về thiên tai đối với quốc lộ quy định tại khoản 3 Điều 8 Luật Đường bộ.
,,,,ent_fafeb07dc3f4add2,40_2024_tt_bgtvt.dieu_10.khoan_1.diem_b.passage.s001,40_2024_TTBGTVT,40/2024/TT-BGTVT,AUTHORITY,Chủ tịch Ủy ban nhân dân cấp tỉnh,0,33,0.95,entities_large_probe,,,, quyết định công bố và kết thúc tình huống khẩn cấp về thiên tai đối với đường bộ quy định,Chủ tịch Ủy ban nhân dân cấp tỉnh quyết định công bố và kết thúc tình huống khẩn cấp về thiên tai đối với đường bộ quy định tại khoản 4 Điều 8 Luật Đường bộ;
,,,,ent_e8310c600bcae04b,40_2024_tt_bgtvt.dieu_10.khoan_1.diem_b.passage.s001,40_2024_TTBGTVT,40/2024/TT-BGTVT,FACILITY_OR_INFRASTRUCTURE,đường bộ,106,114,0.95,entities_large_probe,,,nhân dân cấp tỉnh quyết định công bố và kết thúc tình huống khẩn cấp về thiên tai đối với , quy định tại khoản 4 Điều 8 Luật Đường bộ;,Chủ tịch Ủy ban nhân dân cấp tỉnh quyết định công bố và kết thúc tình huống khẩn cấp về thiên tai đối với đường bộ quy định tại khoản 4 Điều 8 Luật Đường bộ;
,,,,ent_51c3a635af0e868f,47_2024_tt_bgtvt.dieu_1.khoan_1.passage.s001,47_2024_TTBGTVT,47/2024/TT-BGTVT,PROCEDURE,"Kiểm định, miễn kiểm định lần đầu",0,33,0.95,entities_large_probe,,,," cho xe cơ giới, xe máy chuyên dùng;","Kiểm định, miễn kiểm định lần đầu cho xe cơ giới, xe máy chuyên dùng;"
,,,,ent_8e1a620461212751,47_2024_tt_bgtvt.dieu_1.khoan_1.passage.s001,47_2024_TTBGTVT,47/2024/TT-BGTVT,VEHICLE_TYPE,xe cơ giới,38,48,0.95,entities_large_probe,,,"Kiểm định, miễn kiểm định lần đầu cho ",", xe máy chuyên dùng;","Kiểm định, miễn kiểm định lần đầu cho xe cơ giới, xe máy chuyên dùng;"
,,,,ent_d4de7254d07afca4,47_2024_tt_bgtvt.dieu_1.khoan_1.passage.s001,47_2024_TTBGTVT,47/2024/TT-BGTVT,VEHICLE_TYPE,xe máy chuyên dùng,50,68,0.95,entities_large_probe,,,"Kiểm định, miễn kiểm định lần đầu cho xe cơ giới, ",;,"Kiểm định, miễn kiểm định lần đầu cho xe cơ giới, xe máy chuyên dùng;"
,,,,ent_e3342c5dfedb63d2,47_2024_tt_bgtvt.dieu_1.khoan_2.passage.s001,47_2024_TTBGTVT,47/2024/TT-BGTVT,PROCEDURE,Chứng nhận an toàn kỹ thuật và bảo vệ môi trường,0,48,0.95,entities_large_probe,,,," đối với xe cơ giới cải tạo, xe máy chuyên dùng cải tạo;","Chứng nhận an toàn kỹ thuật và bảo vệ môi trường đối với xe cơ giới cải tạo, xe máy chuyên dùng cải tạo;"
,,,,ent_99e1191791d074eb,47_2024_tt_bgtvt.dieu_1.khoan_2.passage.s001,47_2024_TTBGTVT,47/2024/TT-BGTVT,VEHICLE_TYPE,xe cơ giới cải tạo,57,75,0.95,entities_large_probe,,,Chứng nhận an toàn kỹ thuật và bảo vệ môi trường đối với ,", xe máy chuyên dùng cải tạo;","Chứng nhận an toàn kỹ thuật và bảo vệ môi trường đối với xe cơ giới cải tạo, xe máy chuyên dùng cải tạo;"
,,,,ent_64c0058d30e899a1,47_2024_tt_bgtvt.dieu_1.khoan_2.passage.s001,47_2024_TTBGTVT,47/2024/TT-BGTVT,VEHICLE_TYPE,xe máy chuyên dùng cải tạo,77,103,0.95,entities_large_probe,,,"Chứng nhận an toàn kỹ thuật và bảo vệ môi trường đối với xe cơ giới cải tạo, ",;,"Chứng nhận an toàn kỹ thuật và bảo vệ môi trường đối với xe cơ giới cải tạo, xe máy chuyên dùng cải tạo;"
,,,,ent_f4370640269d6b9c,47_2024_tt_bgtvt.dieu_10.khoan_1.diem_a.passage.s001,47_2024_TTBGTVT,47/2024/TT-BGTVT,FACILITY_OR_INFRASTRUCTURE,cơ sở đăng kiểm,14,29,0.9,entities_large_probe,,,Kiểm định tại ,: trường hợp không đầy đủ thì hướng dẫn chủ xe hoàn thiện hồ sơ;,Kiểm định tại cơ sở đăng kiểm: trường hợp không đầy đủ thì hướng dẫn chủ xe hoàn thiện hồ sơ;
,,,,ent_2d765a6561400db4,47_2024_tt_bgtvt.dieu_10.khoan_1.diem_a.passage.s001,47_2024_TTBGTVT,47/2024/TT-BGTVT,REGULATED_SUBJECT,chủ xe,69,75,0.9,entities_large_probe,,,Kiểm định tại cơ sở đăng kiểm: trường hợp không đầy đủ thì hướng dẫn , hoàn thiện hồ sơ;,Kiểm định tại cơ sở đăng kiểm: trường hợp không đầy đủ thì hướng dẫn chủ xe hoàn thiện hồ sơ;
,,,,ent_0efee068c4071564,47_2024_tt_bgtvt.dieu_10.khoan_1.diem_a.passage.s001,47_2024_TTBGTVT,47/2024/TT-BGTVT,DOCUMENT_OR_PERMIT,hồ sơ,87,92,0.8,entities_large_probe,,,Kiểm định tại cơ sở đăng kiểm: trường hợp không đầy đủ thì hướng dẫn chủ xe hoàn thiện ,;,Kiểm định tại cơ sở đăng kiểm: trường hợp không đầy đủ thì hướng dẫn chủ xe hoàn thiện hồ sơ;
,,,,ent_2ddadc52dee62996,47_2024_tt_bgtvt.dieu_10.khoan_1.diem_b.passage.s001,47_2024_TTBGTVT,47/2024/TT-BGTVT,FACILITY_OR_INFRASTRUCTURE,cơ sở đăng kiểm,16,31,0.9,entities_large_probe,,,Kiểm định ngoài ,: trường hợp không đầy đủ thì hướng dẫn chủ xe hoàn thiện hồ sơ;,Kiểm định ngoài cơ sở đăng kiểm: trường hợp không đầy đủ thì hướng dẫn chủ xe hoàn thiện hồ sơ;
,,,,ent_9bc59f083e4a5ef8,47_2024_tt_bgtvt.dieu_10.khoan_1.diem_b.passage.s001,47_2024_TTBGTVT,47/2024/TT-BGTVT,REGULATED_SUBJECT,chủ xe,71,77,0.9,entities_large_probe,,,Kiểm định ngoài cơ sở đăng kiểm: trường hợp không đầy đủ thì hướng dẫn , hoàn thiện hồ sơ;,Kiểm định ngoài cơ sở đăng kiểm: trường hợp không đầy đủ thì hướng dẫn chủ xe hoàn thiện hồ sơ;
,,,,ent_1168a2c65335e28c,47_2024_tt_bgtvt.dieu_10.khoan_1.diem_b.passage.s001,47_2024_TTBGTVT,47/2024/TT-BGTVT,DOCUMENT_OR_PERMIT,hồ sơ,89,94,0.8,entities_large_probe,,,Kiểm định ngoài cơ sở đăng kiểm: trường hợp không đầy đủ thì hướng dẫn chủ xe hoàn thiện ,;,Kiểm định ngoài cơ sở đăng kiểm: trường hợp không đầy đủ thì hướng dẫn chủ xe hoàn thiện hồ sơ;
,,,,ent_0296266b04bff686,100_2015_qh13.dieu_10.khoan_1.passage.s001,100_2015_QH13,100/2015/QH13,VIOLATION_OR_BEHAVIOR,hành vi của mình là nguy hiểm cho xã hội,28,68,0.9,entities_diverse_probe,,,Người phạm tội nhận thức rõ ,", thấy trước hậu quả của hành vi đó và mong muốn hậu quả xảy ra;","Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó và mong muốn hậu quả xảy ra;"
,,,,ent_4185d2d956c38620,100_2015_qh13.dieu_10.khoan_1.passage.s001,100_2015_QH13,100/2015/QH13,CONSEQUENCE_OR_HARM,hậu quả của hành vi đó,81,103,0.9,entities_diverse_probe,,,"Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước ", và mong muốn hậu quả xảy ra;,"Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó và mong muốn hậu quả xảy ra;"
,,,,ent_1d7ec9f9e0dcb01d,100_2015_qh13.dieu_10.khoan_2.passage.s001,100_2015_QH13,100/2015/QH13,VIOLATION_OR_BEHAVIOR,hành vi của mình là nguy hiểm cho xã hội,28,68,0.9,entities_large_probe;entities_diverse_probe,,,Người phạm tội nhận thức rõ ,", thấy trước hậu quả của hành vi đó có thể xảy ra, tuy không mong muốn nhưng vẫn có ý thức","Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó có thể xảy ra, tuy không mong muốn nhưng vẫn có ý thức để mặc cho hậu quả xảy ra."
,,,,ent_263c5cc03cb37365,100_2015_qh13.dieu_10.khoan_2.passage.s001,100_2015_QH13,100/2015/QH13,CONSEQUENCE_OR_HARM,hậu quả của hành vi đó có thể xảy ra,81,117,0.9,entities_diverse_probe,,,"Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước ",", tuy không mong muốn nhưng vẫn có ý thức để mặc cho hậu quả xảy ra.","Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó có thể xảy ra, tuy không mong muốn nhưng vẫn có ý thức để mặc cho hậu quả xảy ra."
,,,,ent_62d27660cc8c67ea,100_2015_qh13.dieu_10.khoan_2.passage.s001,100_2015_QH13,100/2015/QH13,CONSEQUENCE_OR_HARM,hậu quả xảy ra,170,184,0.9,entities_large_probe,,," hậu quả của hành vi đó có thể xảy ra, tuy không mong muốn nhưng vẫn có ý thức để mặc cho ",.,"Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó có thể xảy ra, tuy không mong muốn nhưng vẫn có ý thức để mặc cho hậu quả xảy ra."
,,,,ent_0902c5d218857312,168_2024_nd_cp.dieu_10.khoan_1.passage.s001,168_2024_NDCP,168/2024/ND-CP,SANCTION,Phạt tiền,0,9,0.9,entities_diverse_probe,,,, từ 150.000 đồng đến 250.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi p,Phạt tiền từ 150.000 đồng đến 250.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
,,,,ent_ddec3503a618bac9,168_2024_nd_cp.dieu_10.khoan_1.passage.s001,168_2024_NDCP,168/2024/ND-CP,FINE_AMOUNT,150.000 đồng đến 250.000 đồng,13,42,0.9,entities_diverse_probe,,,Phạt tiền từ , đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:,Phạt tiền từ 150.000 đồng đến 250.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
,,,,ent_72869846df7de302,168_2024_nd_cp.dieu_10.khoan_1.passage.s001,168_2024_NDCP,168/2024/ND-CP,REGULATED_SUBJECT,người đi bộ,51,62,0.9,entities_diverse_probe,,,Phạt tiền từ 150.000 đồng đến 250.000 đồng đối với , thực hiện một trong các hành vi vi phạm sau đây:,Phạt tiền từ 150.000 đồng đến 250.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
,,,,ent_d774fd9dabec264f,168_2024_nd_cp.dieu_10.khoan_1.passage.s001,168_2024_NDCP,168/2024/ND-CP,VIOLATION_OR_BEHAVIOR,hành vi vi phạm,87,102,0.9,entities_diverse_probe,,,Phạt tiền từ 150.000 đồng đến 250.000 đồng đối với người đi bộ thực hiện một trong các , sau đây:,Phạt tiền từ 150.000 đồng đến 250.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
